text,label,intent,is_seed,text_clean
"ich bi über en beitrag gstolpert, wo guet passt",neutral,news_teilen,True,ich bi ueber en beitrag gstolpert wo guet passt
grad i de nöi git s vil diskussion drum,neutral,news_teilen,True,grad i de noei git s vil diskussion drum
"es git en neus projekt, wo spannend chönt sii",neutral,news_teilen,True,es git en neus projekt wo spannend choent sii
"ich ha gseh, dass d termi chli gschobe worde sind",neutral,news_teilen,True,ich ha gseh dass d termi chli gschobe worde sind
ich ha öppis interessantes uf social media gseh,neutral,news_teilen,True,ich ha oeppis interessantes uf social media gseh
"es het en bericht geh, wo ich mega spannend gfunde ha",neutral,news_teilen,True,es het en bericht geh wo ich mega spannend gfunde ha
"es git es update zur situation, falls di das interessiert",neutral,news_teilen,True,es git es update zur situation falls di das interessiert
"ich ha grad es video gseh, wo guet erklärt, was lauft",neutral,news_teilen,True,ich ha grad es video gseh wo guet erklaert was lauft
es het en neue entwurf für die regelige geh,neutral,news_teilen,True,es het en neue entwurf fuer die regelige geh
ich ha grad en newsletter über das thema becho,neutral,news_teilen,True,ich ha grad en newsletter ueber das thema becho
es het öppis neus im technologiebereich,neutral,news_teilen,True,es het oeppis neus im technologiebereich
"ich bi über en artikel gstolpert, wo relevant chönnt sii",neutral,news_teilen,True,ich bi ueber en artikel gstolpert wo relevant choennt sii
"ich ha gseh, dass en event churz vor verschobig gstande isch",neutral,news_teilen,True,ich ha gseh dass en event churz vor verschobig gstande isch
"es het neue info, aber no nöd 100% bestätigt",neutral,news_teilen,True,es het neue info aber no ned <NUM> bestaetigt
"ich ha gsehen, dass s projekt offiziell startet",neutral,news_teilen,True,ich ha gsehen dass s projekt offiziell startet
"ich bi über en trend gstolpert, wo grad ufchunnt",neutral,news_teilen,True,ich bi ueber en trend gstolpert wo grad ufchunnt
"ich ha neus glese über öppis, wo mir im chopf blibe isch",neutral,news_teilen,True,ich ha neus glese ueber oeppis wo mir im chopf blibe isch
es het en update zu dere debatte geh,neutral,news_teilen,True,es het en update zu dere debatte geh
"ich ha gseh, dass öppis i de statistik ufgfüert worde isch",neutral,news_teilen,True,ich ha gseh dass oeppis i de statistik ufgfueert worde isch
es git neue erkenntnisse zu em thema,neutral,news_teilen,True,es git neue erkenntnisse zu em thema
ich ha en bericht gseh über es zukunftsprojekt,neutral,news_teilen,True,ich ha en bericht gseh ueber es zukunftsprojekt
"ich ha gseh, dass öppis in planig isch",neutral,news_teilen,True,ich ha gseh dass oeppis in planig isch
"es het en neue entwiklig, aber no früeh",neutral,news_teilen,True,es het en neue entwiklig aber no frueeh
"ich ha s gfuehl, es chunnt da bald öppis gross us dem use",neutral,news_teilen,True,ich ha s gfuehl es chunnt da bald oeppis gross us dem use
mini app spinnt scho wieder und ich weiss nöd warum,neutral,technik_support,True,mini app spinnt scho wieder und ich weiss ned warum
ich chum nöd druus mit dem update,neutral,technik_support,True,ich chum ned druus mit dem update
mis wlan macht grad komische sache,neutral,technik_support,True,mis wlan macht grad komische sache
"ich weiss nöd, wie ich das programm installiere",neutral,technik_support,True,ich weiss noed wie ich das programm installiere
dä login will eifach nöd funktioniere,neutral,technik_support,True,dae login will eifach ned funktioniere
"ich ha s gfühl, mis handy isch mega langsam worde",neutral,technik_support,True,ich ha s gfuehl mis handy isch mega langsam worde
"ich bechum ständig fehlermeldig und check nöd, was s heisst",neutral,technik_support,True,ich bechum staendig fehlermeldig und check noed was s heisst
"ich weiss nöd, welches kabel wohi ghört",neutral,technik_support,True,ich weiss noed welches kabel wohi ghoert
ich ha öppis verstellt und find s nüm,neutral,technik_support,True,ich ha oeppis verstellt und find s nuem
"ich bruch chli hilf, zum das wieder zum laufe bringe",neutral,technik_support,True,ich bruch chli hilf zum das wieder zum laufe bringe
mis gerät reagiert mega verzögert,neutral,technik_support,True,mis geraet reagiert mega verzoegert
"ich weiss nöd, wie ich d einstellige zruggsetze",neutral,technik_support,True,ich weiss noed wie ich d einstellige zruggsetze
mis programm stürzt die ganze zit ab,neutral,technik_support,True,mis programm stuerzt die ganze zit ab
"ich ha kei plan, wieso der button nüt macht",neutral,technik_support,True,ich ha kei plan wieso der button nuet macht
"ich weiss nöd, ob ich öppis falsch installiert ha",neutral,technik_support,True,ich weiss noed ob ich oeppis falsch installiert ha
ich find die funktion nüm im menü,neutral,technik_support,True,ich find die funktion nuem im menue
"ich ha s gfühl, mini verbindig bricht ständig ab",neutral,technik_support,True,ich ha s gfuehl mini verbindig bricht staendig ab
"ich weiss nöd, wie ich das update rückgängig mache",neutral,technik_support,True,ich weiss noed wie ich das update rueckgaengig mache
mis gerät zeigt komische icons a,neutral,technik_support,True,mis geraet zeigt komische icons a
ich cha eifach nöd druf zugriffe,neutral,technik_support,True,ich chan eifach ned druf zugriffe
"ich weiss nöd, wie ich das dokument exportiere",neutral,technik_support,True,ich weiss noed wie ich das dokument exportiere
"ich weiss nöd, wieso d app nöd synchronisiert",neutral,technik_support,True,ich weiss noed wieso d app ned synchronisiert
ich cha d datei nüm ufmache,neutral,technik_support,True,ich chan d datei nuem ufmache
"ich ha fehler im system, aber kei ahnig, woher",neutral,technik_support,True,ich ha fehler im system aber kei ahnig woher
"ich weiss nöd, wie mer das backup macht",neutral,technik_support,True,ich weiss noed wie mer das backup macht
mini lautsprecher funktioniere plötzlich nüm,neutral,technik_support,True,mini lautsprecher funktioniere ploetzlich nuem
ich cha s passwort nöd zruggsetze,neutral,technik_support,True,ich chan s passwort ned zruggsetze
"ich weiss nöd, wie ich d verbindig wiederherstelle",neutral,technik_support,True,ich weiss noed wie ich d verbindig wiederherstelle
"ich ha abstürz und kei ahnig, wieso",neutral,technik_support,True,ich ha abstuerz und kei ahnig wieso
"ich bruch chli technischa support, ehrlich",neutral,technik_support,True,ich bruch chli technischa support ehrlich
